Käyttöönottovuosi,Merkki,Malli,"Katsastusten
lukumäärä",Hylkäys-%,"Ajettujen
kilometrien
keskiarvo","Ajettujen
kilometrien
mediaani",Yleisin hylkäyssyy,"Toiseksi yleisin
hylkäyssyy","Kolmanneksi yleisin
hylkäyssyy"
Vuodet yhteensä,Jeep,COMPASS,717,39.19,146000,139000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Jeep,PATRIOT,542,48.71,181000,170000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Jeep,WRANGLER,119,20.17,121000,109000,Etuakselisto,,
Vuodet yhteensä,Kia,Mallit yhteensä,51551,19.26,131000,117000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Kia,CARENS,993,28.3,143000,136000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Kia,CARNIVAL,541,43.07,224000,213000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Kia,CEED,21243,18.33,137000,126000,"Seisontajarrun
dynamometritesti",Taka-akselisto,Käyttöjarru
Vuodet yhteensä,Kia,CERATO,5423,27.18,160000,153000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Kia,MAGENTIS,762,30.58,180000,172000,Käyttöjarru,Taka-akselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Kia,OPTIMA,377,13,109000,100000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Etuakselisto
Vuodet yhteensä,Kia,PICANTO,2148,15.46,81000,71000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Kia,RIO,6800,9.57,72000,59000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Kia,SORENTO,3386,29.06,206000,201000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Kia,SOUL,529,12.1,97000,90000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Kia,SPORTAGE,6271,22.4,138000,126000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Kia,VENGA,2899,9.49,79000,73000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Lada,Mallit yhteensä,411,29.2,71000,64000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,"Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Lada,4X4,291,28.87,66000,59000,Etuakselisto,"Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Lada-Vaz,Mallit yhteensä,881,34.39,105000,98000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Lada-Vaz,111,182,41.21,110000,105000,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Lada-Vaz,112,545,33.58,103000,94000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Lada-Vaz,SAMARA,128,25.78,103000,99000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Lancia,Mallit yhteensä,160,32.5,140000,132000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Land Rover,Mallit yhteensä,3500,20.34,211000,203000,"Ohjausnivelet ja
-tangot",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Land Rover,DEFENDER 110,206,20.39,141000,137000,Etuakselisto,"Turvavyöt ja
-varusteet","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Land Rover,DISCOVERY 3,571,26.62,270000,262000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Land Rover,DISCOVERY 4,190,12.63,162000,153000,,,
Vuodet yhteensä,Land Rover,FREELANDER,1160,22.33,228000,221000,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Land Rover,RANGE ROVER,997,16.45,173000,162000,Etuakselisto,"Jousitus ja
iskunvaimennus",Taka-akselisto
Vuodet yhteensä,Land Rover,"RANGE ROVER
SPORT",211,22.27,238000,228000,"Jousitus ja
iskunvaimennus",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Lexus,Mallit yhteensä,3448,9.74,154000,148000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Lexus,CT200H,563,2.13,100000,98000,,,
Vuodet yhteensä,Lexus,GS450H,222,15.32,164000,161000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Lexus,IS200,113,17.7,188000,185000,,,
Vuodet yhteensä,Lexus,IS220D,321,14.02,224000,224000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Lexus,IS250,476,11.13,166000,164000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Lexus,IS300H,223,4.93,85000,81000,,,
Vuodet yhteensä,Lexus,RX300,127,18.9,222000,217000,Käyttöjarru,,
Vuodet yhteensä,Lexus,RX400H,459,15.9,200000,200000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Lexus,RX450H,559,5.19,132000,128000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Mazda,Mallit yhteensä,38192,26.53,173000,170000,Etuakselisto,"Alustan kotelot ja
pohjalevy",Käyttöjarru
Vuodet yhteensä,Mazda,2,2490,18.23,108000,101000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mazda,3,8650,26.69,148000,145000,Etuakselisto,"Jousitus ja
iskunvaimennus","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Mazda,5,2133,37.88,192000,186000,Etuakselisto,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Mazda,6,22519,26.99,193000,190000,"Alustan kotelot ja
pohjalevy",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Mazda,CX-3,182,4.95,45000,42000,,,
Vuodet yhteensä,Mazda,CX-5,974,3.59,97000,92000,Käyttöjarru,,
Vuodet yhteensä,Mazda,CX-7,329,32.22,170000,165000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Mazda,MPV,184,54.89,247000,252000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Mazda,MX-5,182,4.4,93000,90000,,,
Vuodet yhteensä,Mazda,PREMACY,357,53.22,205000,206000,"Alustan kotelot ja
pohjalevy",Käyttöjarru,Kori
Vuodet yhteensä,Mazda,RX-8,155,16.77,132000,129000,,,
Vuodet yhteensä,Mercedes-Benz,Mallit yhteensä,91391,22.65,219000,198000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,A,7127,14.73,118000,106000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,B,4782,15.06,134000,119000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,C,30996,24.54,211000,198000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mercedes-Benz,C AMG,119,36.13,215000,220000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Mercedes-Benz,CL,210,19.52,130000,131000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,CLA,877,4.45,66000,60000,Renkaat ja vanteet,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mercedes-Benz,CLK,1006,35.39,202000,191000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Mercedes-Benz,CLS,1717,20.68,166000,160000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mercedes-Benz,E,28604,24.65,275000,259000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,GL,546,21.98,211000,207000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,GLA,277,2.53,48000,43000,,,
Vuodet yhteensä,Mercedes-Benz,GLC,165,9.7,68000,65000,,,
Vuodet yhteensä,Mercedes-Benz,GLK,2236,12.97,156000,150000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,M,4389,22.21,226000,219000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,R,1152,22.83,239000,231000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mercedes-Benz,S,1614,18.4,199000,191000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Mercedes-Benz,SL,157,10.83,112000,107000,,,
Vuodet yhteensä,Mercedes-Benz,SLK,1055,18.86,119000,116000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
Vuodet yhteensä,Mercedes-Benz,SPRINTER,1467,24.06,401000,393000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Mercedes-Benz,VANEO,106,46.23,230000,225000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Mercedes-Benz,VIANO,604,36.42,250000,239000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Mercedes-Benz,VITO,1458,35.53,316000,313000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Mini,Mallit yhteensä,3693,16.14,122000,117000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Mini,COOPER,3477,16.45,123000,119000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mini,"COOPER
CLUBMAN",155,11.61,113000,110000,,,
Vuodet yhteensä,Mitsubishi,Mallit yhteensä,14484,18.99,159000,149000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Mitsubishi,ASX,3254,5.62,99000,92000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mitsubishi,CARISMA,246,37.4,219000,212000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Mitsubishi,COLT,1646,14.03,127000,119000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mitsubishi,GRANDIS,1015,38.23,258000,249000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Mitsubishi,LANCER,3167,21.38,160000,154000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Käyttöjarru
Vuodet yhteensä,Mitsubishi,OUTLANDER,3810,23.18,180000,175000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Mitsubishi,PAJERO,886,24.94,242000,240000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Mitsubishi,SPACE STAR,390,16.92,112000,77000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Nissan,Mallit yhteensä,87746,22.69,152000,145000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Nissan,350Z,154,18.83,131000,127000,,,
Vuodet yhteensä,Nissan,ALMERA,12824,23.18,175000,170000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Nissan,ALMERA TINO,1718,30.27,191000,189000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Nissan,JUKE,2801,13.1,92000,87000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,LEAF,175,5.14,48000,42000,,,
Vuodet yhteensä,Nissan,MAXIMA QX,893,29.45,221000,222000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Nissan,MICRA,8795,21.23,113000,106000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Nissan,MURANO,280,23.21,176000,180000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Nissan,NOTE,6986,20.6,121000,112000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Nissan,NV200,124,20.97,129000,122000,Etuakselisto,,
Vuodet yhteensä,Nissan,PATHFINDER,641,42.59,266000,265000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,PRIMERA,16462,32.46,210000,206000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Nissan,PULSAR,696,2.01,46000,44000,,,
Vuodet yhteensä,Nissan,QASHQAI,22412,14.98,118000,106000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Nissan,QASHQAI+2,5468,23.76,148000,140000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Nissan,TERRANO II,200,41,305000,286000,Etuakselisto,Runko,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,TIIDA,2632,24.62,122000,115000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Nissan,X-TRAIL,4245,30.04,206000,205000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Opel,Mallit yhteensä,59893,24.31,163000,156000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Opel,ADAM,187,9.63,48000,45000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Opel,AMPERA,424,16.04,114000,113000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,
Vuodet yhteensä,Opel,ANTARA,165,30.91,190000,189000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Opel,ASTRA,27493,23.26,157000,149000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Opel,COMBO,228,34.21,182000,171000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Opel,CORSA,6952,16.96,100000,88000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Opel,INSIGNIA,4878,9.68,148000,141000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Opel,KARL,197,2.54,39000,35000,,,
Vuodet yhteensä,Opel,MERIVA,2808,27.99,155000,153000,"Ohjausnivelet ja
-tangot",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Opel,MOKKA,1856,2.64,65000,59000,"Sisäinen
valvontajärjestelmä
(OBD)",,
Vuodet yhteensä,Opel,OMEGA,128,28.13,261000,256000,"Ohjausnivelet ja
-tangot",,
Vuodet yhteensä,Opel,TIGRA,152,19.74,127000,121000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Opel,VECTRA,9453,38.69,237000,233000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Taka-akselisto
Vuodet yhteensä,Opel,VIVARO,284,39.44,215000,203000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Opel,ZAFIRA,4505,35.27,212000,213000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,Mallit yhteensä,62169,27.93,165000,157000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Peugeot,1007,212,27.83,116000,108000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,107,1027,10.03,93000,84000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Peugeot,2008,490,8.37,60000,51000,Valmistajan kilpi,,
Vuodet yhteensä,Peugeot,206,10982,30.03,137000,133000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Peugeot,207,6104,26.25,128000,119000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Peugeot,208,1903,3.99,58000,51000,,,
Vuodet yhteensä,Peugeot,3008,3099,20.68,137000,132000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Peugeot,307,15565,36.91,206000,200000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,308,6548,18.81,132000,122000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,4007,171,32.75,223000,219000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Peugeot,406,1715,45.77,258000,242000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Peugeot,407,7581,30.23,209000,204000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,5008,1080,26.67,164000,156000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Peugeot,508,2864,7.51,133000,124000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,607,680,35.88,257000,242000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Peugeot,807,559,47.94,241000,236000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Peugeot,EXPERT,129,42.64,243000,230000,Etuakselisto,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,PARTNER,987,28.37,184000,182000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,RCZ,325,14.46,92000,86000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Porsche,Mallit yhteensä,1973,9.07,117000,107000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Porsche,911,507,5.92,84000,80000,"Sisäinen
valvontajärjestelmä
(OBD)",,
Vuodet yhteensä,Porsche,BOXSTER,158,8.86,89000,86000,,,
Vuodet yhteensä,Porsche,CAYENNE,919,12.84,153000,154000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Porsche,CAYMAN,132,4.55,92000,89000,,,
Vuodet yhteensä,Porsche,PANAMERA,161,3.73,98000,88000,,,
Vuodet yhteensä,Renault,Mallit yhteensä,35440,36.81,164000,161000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,CAPTUR,531,8.66,45000,39000,Etuakselisto,,
Vuodet yhteensä,Renault,CLIO,7246,29.75,111000,106000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Renault,ESPACE,455,46.37,234000,232000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,KADJAR,265,7.92,54000,52000,Valmistajan kilpi,,
Vuodet yhteensä,Renault,KANGOO,347,40.35,180000,178000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,LAGUNA,4905,44.61,208000,207000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Renault,MEGANE,13323,37.74,175000,173000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Renault,"MEGANE
SCENIC",6207,41.29,187000,185000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,MODUS,571,38.53,135000,131000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,TRAFIC,256,42.19,248000,238000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Renault,TWINGO,1198,27.71,93000,86000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Rover,Mallit yhteensä,118,36.44,192000,189000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Saab,Mallit yhteensä,12051,24.6,224000,219000,Taka-akselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Saab,9-3,7594,25.85,216000,212000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Saab,9-5,4442,22.44,237000,231000,Taka-akselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Seat,Mallit yhteensä,16879,18.77,170000,154000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Seat,ALHAMBRA,772,22.02,192000,180000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Seat,ALTEA,713,26.79,218000,208000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Seat,ALTEA XL,1981,17.47,199000,193000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Seat,CORDOBA,1179,38.25,238000,229000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Seat,EXEO,870,12.76,166000,158000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Seat,IBIZA,4313,15.58,121000,111000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Seat,LEON,4600,18.46,185000,173000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Seat,LEON ST,422,1.42,67000,61000,,,
Vuodet yhteensä,Seat,"LEON
X-PERIENCE",125,0,79000,70000,,,
Vuodet yhteensä,Seat,MII,137,3.65,49000,43000,,,
Vuodet yhteensä,Seat,TOLEDO,1667,21.3,191000,147000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Skoda,Mallit yhteensä,82037,14.08,172000,159000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Skoda,CITIGO,848,5.42,64000,62000,"Käyttöjarrun
dynamometritesti","Turvavyöt ja
-varusteet","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Skoda,FABIA,11262,18.1,137000,122000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Skoda,OCTAVIA,52429,14.6,185000,174000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Skoda,RAPID,1523,3.55,68000,63000,Käyttöjarru,,
Vuodet yhteensä,Skoda,ROOMSTER,2286,19.03,156000,146000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Skoda,SUPERB,9411,11.56,196000,186000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Skoda,YETI,4276,5.52,118000,109000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Smart,Mallit yhteensä,1721,19.76,105000,98000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Smart,FORFOUR,693,25.54,137000,138000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Smart,FORTWO,910,15.27,79000,76000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Smart,ROADSTER,112,19.64,114000,110000,,,
Vuodet yhteensä,Ssangyong,Mallit yhteensä,112,9.82,71000,59000,,,
Vuodet yhteensä,Subaru,Mallit yhteensä,12071,12.91,166000,162000,Taka-akselisto,Etuakselisto,Käyttöjarru
Vuodet yhteensä,Subaru,FORESTER,5651,12.79,164000,158000,Taka-akselisto,Käyttöjarru,Etuakselisto
Vuodet yhteensä,Subaru,IMPREZA,1254,17.07,166000,165000,"Bensiinimoottorin
pakokaasumittaus","Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Subaru,LEGACY,4438,13.14,181000,181000,Etuakselisto,Taka-akselisto,Käyttöjarru
Vuodet yhteensä,Subaru,XV,503,4.77,87000,80000,Etuakselisto,,
Vuodet yhteensä,Suzuki,Mallit yhteensä,9346,13.47,125000,113000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Suzuki,ALTO,945,9.31,85000,74000,"Käyttöjarrun
dynamometritesti",Etuakselisto,Käyttöjarru
